time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2011-09-23T22:12:40.600Z,26.742,55.844,21.8,4,mb,11,171.3,,,us,usp000j8fv,2014-11-07T01:45:56.818Z,"48 km WSW of Qeshm, Iran",earthquake,,,,5,reviewed,teh,us
2011-09-19T22:30:53.000Z,29.46,56.83,3,4.6,mb,92,48.3,,,us,usp000j8a6,2014-11-07T01:45:55.821Z,"20 km N of K?h Sef?d, Iran",earthquake,,,,20,reviewed,teh,us
2011-09-17T23:37:27.210Z,27.958,53.029,12.2,4.2,mb,57,71.8,,1.26,us,usp000j87n,2014-11-07T01:45:54.964Z,"46 km NNE of Mohr, Iran",earthquake,,8.6,,16,reviewed,us,us
2011-09-16T23:07:40.200Z,28.406,54.989,14.7,4.6,mb,96,44.6,,,us,usp000j85p,2014-11-07T01:45:54.609Z,"57 km SE of D?r?b, Iran",earthquake,,,,35,reviewed,teh,us
2011-09-05T18:45:02.100Z,31.187,56.925,14.1,4,mb,21,94.7,,,us,usp000j7ns,2014-11-07T01:45:50.654Z,"14 km SE of R?var, Iran",earthquake,,,,3,reviewed,thr,us
2011-09-05T18:11:09.980Z,32.767,50.865,10,4.5,mb,34,314.8,,1.37,us,usp000j7nq,2014-11-07T01:45:50.648Z,"48 km N of Shahr-e Kord, Iran",earthquake,,,,3,reviewed,us,us
2011-09-04T16:41:45.410Z,28.071,59.891,10,4.4,mb,18,75.5,,0.73,us,usp000j7kv,2014-11-07T01:45:50.118Z,"124 km NW of Iranshahr, Iran",earthquake,,,,1,reviewed,us,us
2011-08-27T02:55:59.500Z,29.453,51.276,5.7,4.4,mb,72,70.2,,,us,usp000j73a,2014-11-07T01:45:43.711Z,"21 km NNE of Bor?zj?n, Iran",earthquake,,,,21,reviewed,teh,us
2011-08-21T01:54:45.000Z,27.773,57.586,17,4,ml,33,85.9,,,us,usp000j6sn,2014-11-07T01:45:39.669Z,"86 km NE of M?n?b, Iran",earthquake,,,,,reviewed,teh,thr
2011-08-15T10:44:33.700Z,28.103,55.881,9.1,4.9,mb,103,37.3,,,us,usp000j6gp,2022-04-08T21:59:01.148Z,"108 km NNW of Bandar Abbas, Iran",earthquake,,,,43,reviewed,teh,us
2011-08-09T19:25:08.670Z,28.089,57.653,9.2,3.8,mblg,27,64.9,,,us,usp000j680,2014-11-07T01:45:35.111Z,"119 km NNE of M?n?b, Iran",earthquake,,,,,reviewed,teh,teh
2011-08-08T04:07:21.790Z,24.934,62.859,10,4.4,mb,28,97.2,,0.9,us,usp000j65p,2014-11-07T01:45:34.810Z,"57 km ESE of Gwadar, Pakistan",earthquake,,,,7,reviewed,us,us
2011-08-06T05:19:42.000Z,31.73,48.96,9,4.1,mb,40,125.7,,,us,usp000j61s,2014-11-07T01:45:34.204Z,"36 km SSE of Sh?shtar, Iran",earthquake,,,,3,reviewed,teh,us
2011-08-02T22:09:44.600Z,31.85,50.663,20.8,4.8,mb,118,56.6,,,us,usp000j5vu,2014-11-07T01:45:32.907Z,"46 km SSE of F?rs?n, Iran",earthquake,,,,38,reviewed,teh,us
2011-08-02T18:08:31.790Z,32.296,59.957,12.6,4.4,mb,87,64.4,,,us,usp000j5vk,2014-11-07T01:45:32.714Z,"93 km SE of B?rjand, Iran",earthquake,,,,42,reviewed,teh,us
2011-07-29T13:42:27.900Z,28.288,57.707,3.2,4,mblg,27,54.4,,,us,usp000j5pb,2014-11-07T01:45:27.911Z,"110 km SW of Bam, Iran",earthquake,,,,,reviewed,teh,teh
2011-07-28T22:27:22.610Z,28.134,57.535,10,4.6,mb,80,51.3,,0.99,us,usp000j5n0,2014-11-07T01:45:27.668Z,"119 km NNE of M?n?b, Iran",earthquake,,,,33,reviewed,us,us
2011-07-28T22:27:13.700Z,28.198,57.452,20,4.1,mb,40,50.6,,,us,usp000j5mz,2014-11-07T01:45:27.664Z,"123 km NNE of M?n?b, Iran",earthquake,,,,7,reviewed,teh,us
2011-07-26T04:58:48.200Z,27.43,56.58,8.3,4,mb,28,54.5,,,us,usp000j5gz,2014-11-07T01:45:26.684Z,"40 km NE of Bandar Abbas, Iran",earthquake,,,,3,reviewed,thr,us
2011-07-21T03:09:26.000Z,26.52,59.55,11,4.6,mb,89,76.6,,,us,usp000j580,2014-11-07T01:45:24.637Z,"10 km SW of Fann?j, Iran",earthquake,,,,31,reviewed,teh,us
2011-07-01T23:26:48.200Z,28.605,51.425,28.6,4.2,mb,30,131.1,,,us,usp000j41r,2014-11-07T01:45:15.113Z,"70 km SE of Bushehr, Iran",earthquake,,,,3,reviewed,thr,us
2011-07-01T05:22:37.000Z,32.69,59.85,15,4.2,mb,35,59.9,,,us,usp000j40p,2014-11-07T01:45:14.166Z,"62 km ESE of B?rjand, Iran",earthquake,,,,4,reviewed,thr,us
2011-06-26T20:17:56.500Z,28.214,59.88,14.6,4.5,mb,49,75,,,us,usp000j3tc,2014-11-07T01:45:10.863Z,"131 km W of Kh?sh, Iran",earthquake,,,,13,reviewed,teh,us
2011-06-26T19:47:00.000Z,30.21,57.63,13,5.1,mwc,126,55.4,,,us,usp000j3t9,2022-04-08T21:52:34.924Z,"53 km E of Kerman, Iran",earthquake,,,,,reviewed,teh,gcmt
2011-06-26T10:45:24.000Z,31.99,55.73,5,4,mblg,27,118.9,,,us,usp000j3sm,2014-11-07T01:45:10.688Z,"52 km NE of B?fq, Iran",earthquake,,,,,reviewed,teh,teh
2011-06-15T02:46:02.700Z,27.816,57.728,27.3,4.3,mb,53,58.2,,,us,usp000j36j,2014-11-07T01:45:05.850Z,"98 km NE of M?n?b, Iran",earthquake,,,,15,reviewed,teh,us
2011-06-15T02:35:52.700Z,27.862,57.585,30.7,4,mb,46,78.1,,,us,usp000j36g,2014-11-07T01:45:05.828Z,"94 km NNE of M?n?b, Iran",earthquake,,,,10,reviewed,teh,us
2011-06-15T02:00:57.300Z,27.899,57.565,29.6,4.3,ml,41,75.9,,,us,usp000j36d,2014-11-07T01:45:05.816Z,"97 km NNE of M?n?b, Iran",earthquake,,,,,reviewed,teh,thr
2011-06-15T01:15:17.400Z,27.933,57.527,32,4.1,ml,21,108.9,,,us,usp000j369,2014-11-07T01:45:05.804Z,"98 km NNE of M?n?b, Iran",earthquake,,,,,reviewed,teh,thr
2011-06-15T01:12:50.300Z,27.848,57.618,29.6,4,mb,36,79.2,,,us,usp000j368,2014-11-07T01:45:05.800Z,"95 km NNE of M?n?b, Iran",earthquake,,,,8,reviewed,teh,us
2011-06-15T01:10:54.600Z,27.786,57.878,31,4.2,mb,14,117.5,,,us,usp000j367,2014-11-07T01:45:05.798Z,"106 km NE of M?n?b, Iran",earthquake,,,,4,reviewed,teh,us
2011-06-15T01:05:30.700Z,27.784,57.766,34,5.5,mwc,293,43.6,,,us,usp000j366,2022-04-08T22:03:57.760Z,"98 km NE of M?n?b, Iran",earthquake,,,,,reviewed,teh,gcmt
2011-06-15T01:03:22.200Z,27.906,57.618,31.3,4.3,mb,85,52.3,,,us,usp000j364,2014-11-07T01:45:05.760Z,"100 km NNE of M?n?b, Iran",earthquake,,,,31,reviewed,teh,us
2011-06-09T10:13:12.590Z,32.212,49.987,10,4.7,mb,53,116.8,,0.94,us,usp000j2wq,2014-11-07T01:45:03.378Z,"54 km W of F?rs?n, Iran",earthquake,,,,13,reviewed,us,us
2011-05-12T14:25:59.000Z,30.94,51.3,11,4.8,mb,89,42.3,,,us,usp000j1fv,2014-11-07T01:44:49.967Z,"40 km NW of Yasuj, Iran",earthquake,,,,40,reviewed,teh,us
2011-05-08T22:17:38.000Z,29.84,51,42.1,4.9,mb,215,37.4,,,us,usp000j17t,2022-04-08T21:47:14.775Z,"54 km ENE of Bandar-e Gen?veh, Iran",earthquake,,,,87,reviewed,thr,us
2011-04-30T08:55:13.000Z,30.73,57.35,6,4.1,mblg,25,63.4,,,us,usp000j0tj,2014-11-07T01:44:39.560Z,"55 km NNE of Kerman, Iran",earthquake,,,,,reviewed,teh,teh
2011-04-25T13:49:25.000Z,29.73,51.4,6,4.4,mb,51,121.3,,,us,usp000j0jj,2014-11-07T01:44:37.878Z,"27 km WNW of K?zer?n, Iran",earthquake,,,,7,reviewed,teh,us
2011-04-13T03:37:09.500Z,27.99,58.98,18,4.3,mb,39,66.2,,,us,usp000hzup,2014-11-07T01:44:32.384Z,"137 km SSE of Bam, Iran",earthquake,,,,9,reviewed,thr,us
2011-04-11T12:02:20.400Z,28.288,58.867,29.8,4.2,mblg,16,69,,,us,usp000hzrc,2014-11-07T01:44:31.588Z,"103 km SSE of Bam, Iran",earthquake,,,,,reviewed,teh,teh
2011-03-22T02:32:11.200Z,28.27,59.15,14.1,4.1,mb,32,67.7,,,us,usp000hy7g,2014-11-07T01:44:17.110Z,"120 km SE of Bam, Iran",earthquake,,,,6,reviewed,thr,us
2011-03-21T06:02:25.300Z,28.216,59.392,6.2,4.3,mblg,13,78.8,,,us,usp000hy4s,2014-11-07T01:44:16.164Z,"141 km SE of Bam, Iran",earthquake,,,,,reviewed,teh,teh
2011-03-20T21:53:07.800Z,29.918,51.227,5.3,4.5,mb,86,66.8,,,us,usp000hy3q,2014-11-07T01:44:16.029Z,"35 km SW of N?r?b?d, Iran",earthquake,,,,32,reviewed,teh,us
2011-03-18T21:49:56.000Z,28.153,56.375,16.5,4.7,mb,102,40.5,,,us,usp000hxuq,2014-11-07T01:44:14.086Z,"107 km N of Bandar Abbas, Iran",earthquake,,,,41,reviewed,teh,us
2011-03-18T02:26:08.600Z,28.2,56.42,40,4,mb,55,51.9,,,us,usp000hxrx,2014-11-07T01:44:13.052Z,"113 km N of Bandar Abbas, Iran",earthquake,,,,8,reviewed,thr,us
2011-03-14T07:55:08.700Z,27.843,56.712,14.2,4.8,mb,78,42.3,,,us,usp000hx3x,2022-04-08T21:39:10.004Z,"84 km NNE of Bandar Abbas, Iran",earthquake,,,,30,reviewed,teh,us
2011-03-05T20:42:53.900Z,28.298,57.14,19.3,5.2,mwc,202,36.5,,,us,usp000hvd6,2022-04-08T21:36:23.823Z,"113 km SSE of K?h Sef?d, Iran",earthquake,,,,,reviewed,teh,gcmt
2011-03-05T11:28:39.000Z,30.04,51.02,11,4,mblg,25,148,,,us,usp000hvcn,2014-11-07T01:43:51.844Z,"41 km SSE of Dogonbadan, Iran",earthquake,,,,,reviewed,teh,teh
2011-03-05T11:24:43.740Z,30.019,51.156,10,5.3,mwc,204,47.7,,0.92,us,usp000hvcm,2022-04-08T21:36:22.247Z,"36 km WSW of N?r?b?d, Iran",earthquake,,,,,reviewed,us,gcmt
2011-02-23T03:26:00.500Z,26.73,57.52,25.7,4.4,mb,49,65.9,,,us,usp000huys,2014-11-07T01:43:43.142Z,"61 km SE of M?n?b, Iran",earthquake,,,,13,reviewed,thr,us
2011-02-13T11:56:13.800Z,29.15,52.64,9.6,4,mb,45,70,,,us,usp000huf5,2014-11-07T01:43:39.909Z,"17 km SW of Akbar?b?d, Iran",earthquake,,,,5,reviewed,thr,us
2011-02-07T02:38:27.400Z,31.07,47.56,23.1,4.3,mblg,41,68.5,,,us,usp000hu6c,2014-11-07T01:43:37.885Z,"57 km NNW of Al H?rithah, Iraq",earthquake,,,,,reviewed,thr,teh
2011-02-06T08:13:11.530Z,28.227,56.339,10,4.6,mb,69,40.5,,0.86,us,usp000hu5g,2014-11-07T01:43:37.718Z,"115 km N of Bandar Abbas, Iran",earthquake,,,,24,reviewed,us,us
2011-01-30T18:58:13.900Z,27.115,53.372,28.5,4.8,mb,88,58.5,,,us,usp000htvk,2014-11-07T01:43:31.800Z,"68 km SE of Mohr, Iran",earthquake,,,,25,reviewed,teh,us
2011-01-30T18:54:19.700Z,27.115,53.364,12.3,4.3,mb,44,80.3,,,us,usp000htvj,2014-11-07T01:43:31.796Z,"68 km SE of Mohr, Iran",earthquake,,,,8,reviewed,teh,us
2011-01-30T18:29:19.650Z,25.032,60.75,10,4.1,mb,16,182.2,,0.99,us,usp000htvf,2014-11-07T01:43:31.774Z,"30 km SSE of Chabahar, Iran",earthquake,,,,3,reviewed,us,us
2011-01-30T17:56:10.300Z,28.21,59.11,16,4.1,mb,47,67.4,,,us,usp000htvb,2014-11-07T01:43:31.737Z,"123 km SE of Bam, Iran",earthquake,,,,9,reviewed,thr,us
2011-01-29T14:56:19.200Z,28.23,59.07,14.1,4,ml,20,136.1,,,us,usp000httg,2014-11-07T01:43:31.493Z,"119 km SE of Bam, Iran",earthquake,,,,,reviewed,thr,thr
2011-01-29T04:43:19.000Z,28.33,59.02,16,4.6,mb,92,63.7,,,us,usp000htt1,2014-11-07T01:43:31.296Z,"107 km SE of Bam, Iran",earthquake,,,,29,reviewed,teh,us
2011-01-29T00:50:18.000Z,28.15,59.08,15,4.4,mb,40,95.8,,,us,usp000htsv,2014-11-07T01:43:31.006Z,"127 km SSE of Bam, Iran",earthquake,,,,22,reviewed,thr,us
2011-01-28T12:41:24.400Z,28.279,59.137,14.1,4.1,ml,14,218,,,us,usp000hts1,2014-11-07T01:43:30.772Z,"119 km SE of Bam, Iran",earthquake,,,,,reviewed,thr,thr
2011-01-28T06:34:04.100Z,28.44,58.96,14,4,mb,28,162.7,,,us,usp000htrp,2014-11-07T01:43:30.676Z,"94 km SE of Bam, Iran",earthquake,,,,7,reviewed,teh,us
2011-01-28T05:06:49.500Z,28.42,58.93,21,4.5,mb,76,65.4,,,us,usp000htrj,2014-11-07T01:43:30.662Z,"94 km SE of Bam, Iran",earthquake,,,,22,reviewed,teh,us
2011-01-28T04:20:36.300Z,28.15,59.07,15,5.2,mwc,148,46.1,,,us,usp000htrf,2022-04-08T21:32:30.006Z,"126 km SSE of Bam, Iran",earthquake,,,,,reviewed,thr,gcmt
2011-01-27T21:49:45.800Z,28.406,58.958,7,4,mb,29,68.9,,,us,usp000htr0,2014-11-07T01:43:30.591Z,"97 km SE of Bam, Iran",earthquake,,,,7,reviewed,teh,us
2011-01-27T15:01:43.160Z,28.116,59.001,10,4.3,mb,58,66.3,,1.35,us,usp000htqe,2014-11-07T01:43:30.483Z,"126 km SSE of Bam, Iran",earthquake,,,,15,reviewed,us,us
2011-01-27T09:07:54.800Z,28.23,58.96,22,4.8,mblg,38,116.8,,,us,usp000htq1,2014-11-07T01:43:30.430Z,"113 km SSE of Bam, Iran",earthquake,,,,,reviewed,teh,teh
2011-01-27T08:43:26.730Z,28.128,59.057,10,5,mb,50,50.8,,1.18,us,usp000htq0,2022-04-08T21:32:39.387Z,"128 km SSE of Bam, Iran",earthquake,,,,3,reviewed,us,us
2011-01-27T08:38:28.340Z,28.195,59.015,10,6.2,mww,296,24.1,,1.05,us,usp000htpz,2022-07-19T03:06:05.439Z,"119 km SSE of Bam, Iran",earthquake,,,,,reviewed,us,us
2011-01-27T07:18:16.100Z,28.247,59.026,5,4,mblg,11,82.5,,,us,usp000htpy,2014-11-07T01:43:30.359Z,"115 km SE of Bam, Iran",earthquake,,,,,reviewed,teh,teh
2011-01-27T07:02:03.400Z,28.167,58.907,10,4.9,mwc,92,65.3,,1.27,us,usp000htpx,2014-11-07T01:43:30.317Z,"Southeastern Iran",earthquake,,,,,reviewed,us,gcmt
2011-01-18T21:32:29.160Z,28.709,63.956,64.2,4.5,mb,70,102,,1.07,us,usp000htb8,2022-07-19T02:35:35.668Z,"48 km WSW of Dalbandin, Pakistan",earthquake,,9.1,,23,reviewed,us,us
2011-01-18T20:39:21.910Z,29.061,63.389,41.7,4.4,mb,17,190.7,,1.07,us,usp000htb5,2014-11-07T01:43:27.556Z,"100 km W of Dalbandin, Pakistan",earthquake,,23.4,,4,reviewed,us,us
2011-01-18T20:23:23.480Z,28.777,63.951,68,7.2,mww,372,25.3,,1.3,us,usp000htb4,2022-07-19T02:32:37.592Z,"46 km WSW of Dalbandin, Pakistan",earthquake,,,,,reviewed,us,us
2011-01-18T11:34:09.000Z,28.21,56.38,22,4.5,mb,17,108.1,,,us,usp000htaq,2014-11-07T01:43:27.474Z,"113 km N of Bandar Abbas, Iran",earthquake,,,,1,reviewed,teh,us
2011-01-18T11:25:59.690Z,28.204,56.281,10,4.7,mb,60,39.9,,1.14,us,usp000htan,2014-11-07T01:43:27.412Z,"112 km N of Bandar Abbas, Iran",earthquake,,,,16,reviewed,us,us
2011-01-09T13:13:09.230Z,27.76,54.11,32.8,4.2,mb,43,43.4,,1.09,us,usp000hstr,2014-11-07T01:43:24.359Z,"10 km NNW of Ger?sh, Iran",earthquake,,15.7,,9,reviewed,us,us
2011-01-08T00:24:27.700Z,30.18,51.706,38.6,5.1,mwc,195,36.6,,,us,usp000hsqs,2022-07-19T02:03:00.774Z,"19 km ENE of N?r?b?d, Iran",earthquake,,,,,reviewed,thr,gcmt
2011-01-07T23:53:03.330Z,30.149,51.594,29.9,5,mwc,130,39.1,,1.2,us,usp000hsqq,2022-04-08T21:29:08.444Z,"7 km ENE of N?r?b?d, Iran",earthquake,,10.9,,,reviewed,us,gcmt
2011-01-05T17:50:57.950Z,30.165,51.645,35.7,4.2,mb,43,58,,0.93,us,usp000hsm7,2014-11-07T01:43:22.277Z,"13 km ENE of N?r?b?d, Iran",earthquake,,6.7,,6,reviewed,us,us
2011-01-05T16:32:24.270Z,30.16,51.628,24,4.5,mb,54,58.6,,0.88,us,usp000hsm4,2021-10-20T18:16:35.431Z,"11 km ENE of N?r?b?d, Iran",earthquake,,11,,9,reviewed,us,us
2011-01-05T05:55:48.370Z,30.145,51.789,15.5,5.4,mwc,193,20.8,,1.16,us,usp000hskn,2022-07-19T01:58:32.778Z,"25 km E of N?r?b?d, Iran",earthquake,,12.2,,,reviewed,us,gcmt
2011-01-03T13:37:57.750Z,30.227,49.775,29.6,4.2,mb,59,79.6,,0.91,us,usp000hsha,2014-11-07T01:43:20.877Z,"52 km S of Aghajari, Iran",earthquake,,10,,11,reviewed,us,us
2011-01-02T15:23:45.770Z,28.262,59.308,10,4.1,ml,18,125.3,,1.14,us,usp000hsff,2014-11-07T01:43:20.245Z,"131 km SE of Bam, Iran",earthquake,,,,,reviewed,us,thr
2011-01-02T07:46:05.000Z,30.37,51.69,24,4.2,mb,34,83.2,,,us,usp000hsew,2014-11-07T01:43:20.045Z,"32 km NNE of N?r?b?d, Iran",earthquake,,,,4,reviewed,teh,us
2010-12-28T19:01:42.600Z,28.399,59.282,12.8,4.1,mblg,26,119.7,,,us,usp000hs71,2014-11-07T01:43:16.117Z,"119 km SE of Bam, Iran",earthquake,,,,,reviewed,teh,teh
2010-12-25T22:24:16.600Z,28.435,59.058,43.6,4.2,mb,53,88.5,,,us,usp000hryp,2014-11-07T01:43:14.511Z,"101 km SE of Bam, Iran",earthquake,,,,17,reviewed,thr,us
2010-12-22T19:04:51.300Z,26.142,57.887,46.1,4.6,mb,40,66.6,,,us,usp000hrkm,2014-11-07T01:43:12.508Z,"southern Iran",earthquake,,,,9,reviewed,thr,us
2010-12-21T12:14:18.380Z,28.161,59.058,10,4.3,mb,36,66.9,,0.94,us,usp000hr90,2014-11-07T01:43:10.426Z,"125 km SSE of Bam, Iran",earthquake,,,,12,reviewed,us,us
2010-12-21T01:01:39.000Z,28.27,59.21,12,4.1,mblg,26,68.3,,,us,usp000hr81,2014-11-07T01:43:10.277Z,"124 km SE of Bam, Iran",earthquake,,,,,reviewed,teh,teh
2010-12-20T23:49:11.400Z,28.433,59.045,34.3,4,mb,40,135.4,,,us,usp000hr7x,2014-11-07T01:43:10.264Z,"100 km SE of Bam, Iran",earthquake,,,,8,reviewed,teh,us
2010-12-20T22:12:58.800Z,28.282,59.224,15,4.9,mb,90,68.4,,,us,usp000hr7v,2014-11-07T01:43:10.247Z,"124 km SE of Bam, Iran",earthquake,,,,30,reviewed,thr,us
2010-12-20T18:56:53.810Z,28.402,58.942,10,4.2,mb,15,65.5,,1.09,us,usp000hr7n,2014-11-07T01:43:10.224Z,"96 km SE of Bam, Iran",earthquake,,,,1,reviewed,us,us
2010-12-20T18:50:23.100Z,28.302,59.195,14.1,4.2,mb,38,68.1,,,us,usp000hr7m,2014-11-07T01:43:10.220Z,"121 km SE of Bam, Iran",earthquake,,,,1,reviewed,thr,us
2010-12-20T18:41:59.200Z,28.412,59.18,12,6.7,mwc,279,24.3,,1.21,us,usp000hr7k,2022-07-19T01:38:06.287Z,"111 km SE of Bam, Iran",earthquake,,,,,reviewed,us,us
2010-12-17T07:39:20.000Z,27.418,57.777,15,4.2,mb,53,76.7,,,us,usp000hr0t,2014-11-07T01:43:08.360Z,"75 km ENE of M?n?b, Iran",earthquake,,,,7,reviewed,thr,us
2010-12-09T18:14:45.730Z,28.579,52.041,6.9,4.8,mb,94,73.3,,0.98,us,usp000hqqw,2014-11-07T01:43:05.885Z,"59 km WSW of F?r?z?b?d, Iran",earthquake,,8.2,,39,reviewed,us,us
2010-12-01T19:55:44.620Z,30.135,51.606,21.1,4.9,mwc,136,31,,1.13,us,usp000hqdf,2016-11-10T02:36:55.077Z,"8 km ENE of N?r?b?d, Iran",earthquake,,7.6,,,reviewed,us,gcmt
2010-11-26T18:16:12.400Z,28.206,52.304,27.5,4.1,mb,58,107.4,,,us,usp000hq5f,2014-11-07T01:42:58.357Z,"75 km SSW of F?r?z?b?d, Iran",earthquake,,,,15,reviewed,teh,us
2010-11-26T13:27:39.600Z,28.075,52.49,10,4.1,mb,32,103.5,,1.4,us,usp000hq57,2014-11-07T01:42:58.300Z,"69 km NW of Mohr, Iran",earthquake,,,,6,reviewed,us,us
2010-11-26T12:33:42.270Z,28.063,52.564,9,5.5,mwc,283,20.1,,1.07,us,usp000hq53,2022-07-19T00:49:33.912Z,"64 km NNW of Mohr, Iran",earthquake,,,,,reviewed,us,gcmt
2010-11-24T00:38:36.100Z,30.825,56.764,1,4,mblg,19,120.1,,,us,usp000hq0y,2014-11-07T01:42:57.392Z,"19 km E of Zarand, Iran",earthquake,,,,,reviewed,teh,teh
2010-11-16T13:19:20.000Z,27.849,56.946,25.5,4.3,mb,49,106.9,,,us,usp000hprb,2014-11-07T01:42:55.823Z,"80 km N of M?n?b, Iran",earthquake,,,,11,reviewed,teh,us
2010-11-14T14:49:27.430Z,26.398,57.223,10,4.5,mb,26,140.6,,0.95,us,usp000hpm6,2014-11-07T01:42:55.128Z,"82 km S of M?n?b, Iran",earthquake,,0,,4,reviewed,us,us
2010-11-11T22:20:00.000Z,27.3,55.24,6,4.7,mb,104,50.2,,,us,usp000hpea,2014-11-07T01:42:53.993Z,"89 km NNE of Bandar-e Lengeh, Iran",earthquake,,,,29,reviewed,teh,us
2010-11-11T13:37:34.240Z,27.892,56.995,26.9,4.9,mb,70,77,,1,us,usp000hpdr,2014-11-07T01:42:53.858Z,"84 km N of M?n?b, Iran",earthquake,,17.8,,31,reviewed,us,us
2010-11-10T13:49:09.800Z,27.954,56.939,17,4.9,mwc,106,75.9,,,us,usp000hpcj,2016-11-10T02:35:56.949Z,"92 km N of M?n?b, Iran",earthquake,,,,,reviewed,teh,gcmt
2010-11-05T05:16:17.600Z,26.842,54.447,22,4.1,mb,40,117.1,,,us,usp000hp3y,2014-11-07T01:42:52.352Z,"52 km NE of K?sh, Iran",earthquake,,,,5,reviewed,teh,us
2010-10-28T09:22:23.400Z,29.99,51.173,10,4.5,mb,68,32.4,,,us,usp000hnpv,2014-11-07T01:42:46.575Z,"36 km WSW of N?r?b?d, Iran",earthquake,,,,19,reviewed,teh,us
2010-10-06T23:47:59.400Z,33.391,57.208,2,4.2,mblg,42,100.3,,,us,usp000hmpy,2014-11-07T01:42:39.529Z,"34 km SE of Tabas, Iran",earthquake,,,,,reviewed,teh,teh
2010-10-04T02:46:32.700Z,29.72,51.56,36.9,4.1,ml,30,155.2,,,us,usp000hmjy,2014-11-07T01:42:38.595Z,"14 km NW of K?zer?n, Iran",earthquake,,,,,reviewed,thr,thr
2010-09-28T09:29:03.000Z,29.114,60.099,20.5,4,mb,25,126.4,,,us,usp000hm9x,2014-11-07T01:42:31.508Z,"85 km WSW of Zahedan, Iran",earthquake,,,,5,reviewed,teh,us
2010-09-27T11:22:45.180Z,29.637,51.666,20,5.9,mwc,341,26.9,,1.01,us,usp000hm8k,2022-07-18T20:46:43.037Z,"2 km NNE of K?zer?n, Iran",earthquake,,,,,reviewed,us,gcmt
2010-09-15T19:57:58.400Z,30.812,56.838,14.1,4.2,mb,33,93.6,,,us,usp000hksv,2014-11-07T01:42:28.163Z,"26 km E of Zarand, Iran",earthquake,,,,5,reviewed,thr,us
2010-09-08T12:33:30.000Z,27.65,53.03,18,4.7,mb,49,75,,,us,usp000hkex,2014-11-07T01:42:25.415Z,"17 km NE of Mohr, Iran",earthquake,,,,11,reviewed,teh,us
2010-09-07T02:11:04.300Z,26.98,54.5,30.7,5.2,mb,165,29.2,,,us,usp000hkc7,2022-05-02T22:39:32.445Z,"60 km NW of Bandar-e Lengeh, Iran",earthquake,,,,72,reviewed,thr,us
2010-08-22T15:48:27.970Z,23.706,49.156,10,4,mb,26,91.5,,1.15,us,usp000hjmc,2014-11-07T01:42:17.222Z,"188 km SSW of Al Huf?f, Saudi Arabia",earthquake,,,,5,reviewed,us,us
2010-08-11T09:06:45.100Z,26.928,55.724,10,4.4,mb,44,94,,0.88,us,usp000hhy7,2014-11-07T01:42:13.097Z,"54 km W of Qeshm, Iran",earthquake,,,,9,reviewed,us,us
2010-08-06T19:15:46.260Z,29.264,50.993,8.5,4.2,mb,45,91.5,,0.93,us,usp000hhp6,2014-11-07T01:42:11.746Z,"21 km W of Bor?zj?n, Iran",earthquake,,9.9,,9,reviewed,us,us
2010-08-06T06:59:57.800Z,27.038,53.836,28.7,4.3,mb,60,93.2,,,us,usp000hhn7,2014-11-07T01:42:11.590Z,"56 km NNW of K?sh, Iran",earthquake,,,,17,reviewed,teh,us
2010-08-05T15:16:46.870Z,29.285,50.988,10,4,mb,26,125.1,,1,us,usp000hhkv,2014-11-07T01:42:11.379Z,"22 km W of Bor?zj?n, Iran",earthquake,,,,6,reviewed,us,us
2010-07-31T06:52:57.800Z,29.703,56.812,4,5.4,mwc,232,22.6,,,us,usp000hh7b,2022-05-02T22:05:59.538Z,"33 km SE of Bards?r, Iran",earthquake,,,,,reviewed,teh,gcmt
2010-07-24T12:34:14.240Z,27.153,53.68,10,4.8,mb,51,93.1,,0.84,us,usp000hgpf,2014-11-07T01:42:00.285Z,"72 km SW of Ger?sh, Iran",earthquake,,,,11,reviewed,us,us
2010-07-20T20:01:33.000Z,27.17,53.98,34,4.1,mblg,18,228.9,,,us,usp000hg79,2014-11-07T01:41:57.439Z,"57 km SSW of Ger?sh, Iran",earthquake,,,,,reviewed,teh,teh
2010-07-20T19:50:10.920Z,27.056,53.812,10,5.1,mb,149,61.2,,1.03,us,usp000hg76,2022-07-18T16:50:30.763Z,"58 km NNW of K?sh, Iran",earthquake,,,,79,reviewed,us,us
2010-07-20T19:38:09.530Z,27.022,53.861,10,5.8,mwc,233,35.2,,0.97,us,usp000hg74,2022-07-18T16:48:58.785Z,"53 km NNW of K?sh, Iran",earthquake,,,,,reviewed,us,gcmt
2010-07-20T07:20:02.500Z,30.931,49.841,5,4.4,mb,81,71,,,us,usp000hg4c,2014-11-07T01:41:57.055Z,"22 km NE of Om?d?yeh, Iran",earthquake,,,,19,reviewed,teh,us
2010-07-19T17:45:48.400Z,27.838,62.654,33.6,4.5,mb,69,96.1,,,us,usp000hfzh,2014-11-07T01:41:56.499Z,"147 km ESE of Kh?sh, Iran",earthquake,,,,12,reviewed,teh,us
2010-07-06T02:56:59.380Z,21.747,62.079,10,4.6,mb,53,53.8,,0.93,us,usp000hey9,2014-11-07T01:41:50.948Z,"278 km ESE of Sur, Oman",earthquake,,,,20,reviewed,us,us
